Date,Close
2000-01-03,708.5
2000-01-04,712.35
2000-01-05,726.2
2000-01-06,784.3
2000-01-07,847.05
2000-01-10,914.85
2000-01-11,883.7
2000-01-12,888.35
2000-01-13,879.75
2000-01-14,887.55
2000-01-17,817.35
2000-01-18,821.35
2000-01-19,826.1
2000-01-20,786.1
2000-01-21,831.55
2000-01-24,792.45
2000-01-25,729.55
2000-01-27,778.85
2000-01-28,719.2
2000-01-31,692.2
2000-02-01,701.55
2000-02-02,714.05
2000-02-03,709.1
2000-02-04,695.5
2000-02-07,747.3
2000-02-08,763.25
2000-02-09,824.35
2000-02-10,890.3
2000-02-11,961.55
2000-02-14,932.55
2000-02-15,1006.5
2000-02-16,997.2
2000-02-17,1030.1
2000-02-18,956.8
2000-02-21,979.9
2000-02-22,941.3
2000-02-23,866.05
2000-02-24,842.7
2000-02-25,810.15
2000-02-28,803.5
2000-02-29,746.85
2000-03-01,753.75
2000-03-02,724.6
2000-03-03,675.35
2000-03-06,729.4
2000-03-07,780.6
2000-03-08,807.55
2000-03-09,828.7
2000-03-10,837.4
2000-03-13,829.05
2000-03-14,859
2000-03-15,851.7
2000-03-16,785.65
2000-03-21,725.15
2000-03-22,740.45
2000-03-23,704.75
2000-03-24,721.4
2000-03-27,720.5
2000-03-28,701.95
2000-03-29,723.15
2000-03-30,720.15
2000-03-31,741.45
2000-04-03,797
2000-04-04,733.25
2000-04-05,698.75
2000-04-06,682.8
2000-04-07,730.95
2000-04-10,736
2000-04-11,717
2000-04-12,721.85
2000-04-13,685.65
2000-04-17,630.8
2000-04-18,580.7
2000-04-19,582.2
2000-04-20,575.7
2000-04-24,530.95
2000-04-25,513.6
2000-04-26,554.7
2000-04-27,574.95
2000-04-28,569.2
2000-05-02,527.95
2000-05-03,525.7
2000-05-04,549.15
2000-05-05,564.4
2000-05-08,520.35
2000-05-09,529.1
2000-05-10,533
2000-05-11,533.25
2000-05-12,559.45
2000-05-15,580.45
2000-05-16,625.8
2000-05-17,618.55
2000-05-18,604.7
2000-05-19,619.05
2000-05-22,628.45
2000-05-23,643.1
2000-05-24,624.95
2000-05-25,654.55
2000-05-26,671.8
2000-05-29,670.5
2000-05-30,739.15
2000-05-31,725.6
2000-06-01,695.65
2000-06-02,696.5
2000-06-05,665.1
2000-06-06,667.95
2000-06-07,688.25
2000-06-08,707.6
2000-06-09,699.5
2000-06-12,688.25
2000-06-13,689.85
2000-06-14,697.8
2000-06-15,716.9
2000-06-16,723.7
2000-06-19,737.25
2000-06-20,751.4
2000-06-21,724.95
2000-06-22,736
2000-06-23,739.4
2000-06-26,724.95
2000-06-27,720.75
2000-06-28,754.4
2000-06-29,798.85
2000-06-30,791.8
2000-07-03,817.15
2000-07-04,809.65
2000-07-05,798.4
2000-07-06,809.4
2000-07-07,832.95
2000-07-10,837.95
2000-07-11,863.25
2000-07-12,845.5
2000-07-13,833.3
2000-07-14,824.85
2000-07-17,781.7
2000-07-18,805.95
2000-07-19,784.7
2000-07-20,769.45
2000-07-21,753.75
2000-07-24,739.15
2000-07-25,755.7
2000-07-26,732.15
2000-07-27,736.65
2000-07-28,748.05
2000-07-31,741.95
2000-08-01,751.7
2000-08-02,759.25
2000-08-03,749.55
2000-08-04,761.05
2000-08-07,775.15
2000-08-08,778.2
2000-08-09,768.4
2000-08-10,767.35
2000-08-11,761.25
2000-08-14,801.85
2000-08-16,818.8
2000-08-17,799.85
2000-08-18,793.55
2000-08-21,780.9
2000-08-22,766.25
2000-08-23,776.65
2000-08-24,769.5
2000-08-25,760.3
2000-08-28,763.95
2000-08-29,767
2000-08-30,759.25
2000-08-31,775.95
2000-09-04,771.45
2000-09-05,772.35
2000-09-06,764.5
2000-09-07,764
2000-09-08,762.7
2000-09-11,761.1
2000-09-12,830.15
2000-09-13,840.3
2000-09-14,823.55
2000-09-15,805.2
2000-09-18,779.4
2000-09-19,753.95
2000-09-20,769.3
2000-09-21,772.3
2000-09-22,724.5
2000-09-25,730.9
2000-09-26,731
2000-09-27,733.3
2000-09-28,709.7
2000-09-29,713.2
2000-10-03,713.35
2000-10-04,723.95
2000-10-05,723.7
2000-10-06,739.75
2000-10-09,727
2000-10-10,720.1
2000-10-11,720.55
2000-10-12,745.8
2000-10-13,764.7
2000-10-16,790.1
2000-10-17,753.15
2000-10-18,740.2
2000-10-19,747.85
2000-10-20,748.2
2000-10-23,746.6
2000-10-24,759.2
2000-10-25,764.9
2000-10-26,767.6
2000-10-27,756.4
2000-10-30,750.85
2000-10-31,759.8
2000-11-01,779.75
2000-11-02,821.5
2000-11-03,808.7
2000-11-06,805.1
2000-11-07,809.4
2000-11-08,788.85
2000-11-09,776.5
2000-11-10,760.4
2000-11-13,754.2
2000-11-14,765.5
2000-11-15,769.2
2000-11-16,757.3
2000-11-17,770.6
2000-11-20,769
